name,path,country,network,date,token_freq,text
20200409_SA_SaudiPressAgency_NEXIS700783.txt,Raw text/SAClean/20200409_SA_SaudiPressAgency_NEXIS700783.txt,SA,SaudiPressAgency,20200409,3,Riyadh April 09 2020 SPA At the tenth virtual meeting of an ad hoc committee on combating COVID19 in affected countries headed by the Supervisor General of the King Salman Humanitarian Aid and Relief Centre KSrelief Dr Abdullah Al Rabeeah six new contracts were today signed with specialized companies to provide medical support to Yemen and Palestine to combat the COVID19 pandemic The contracts will allow for the urgent provision of medical supplies and preventative equipment to combat the spread of the virus in atrisk communities in both countries KSrelief is acting in compliance with the directives of the Custodian of the Two Holy Mosques King Salman bin Abdulaziz to stand by countries affected by this pandemic Dr Al Rabeeah said in a statement following the signing Participants in the emergency meeting also discussed ways to provide necessary medical support to many other countries affected by the outbreak of the pandemic This support will be
20200501_SA_SaudiGazette_NEXIS703187.txt,Raw text/SAClean/20200501_SA_SaudiGazette_NEXIS703187.txt,SA,SaudiGazette,20200501,8,SecretaryGeneral António Guterres holds a virtual press briefing from UN headquarters doing the COVID19 pandemic courtesy photo After addressing a virtual press conference SecretaryGeneral António Guterres wished a happy centennial birthday to Captain Tom Moore who walked 100 laps in his garden to raise over 40 million for National Health Workers in the United Kingdom courtesy photo NEW YORK Amid the destruction of the of COVID19 pandemic the United Nations chief expressed concern over a lack of sufficient solidarity with the world is developing countries that need support in responding to the worst economic and social crisis in generations We mourn the lives lost more than 200000 SecretaryGeneral António Guterres said in a virtual press conference on Thursday We despair that many more will follow particularly in places least able to cope He ran through the multiple ways the organization is working to combat the virus on the ground and said that on Friday a new UN policy report would be launched to advise how best to protect older persons along with an analysis of COVID19 consequences for persons with disabilities Our voice has been clear calling for solidarity unity and hope he told reporters Global ceasefire resonates Guterres recalled his global ceasefire appeal in March to face together the common enemy of COVID19 The ceasefire call has resonated widely he told journalists however as mistrust is challenging implementation his envoys are working tirelessly to turn expressed intentions into effective ceasefires The Idlib ceasefire is holding in Syria but we are still hopeful for a countrywide end to hostilities he said adding that the UN is pushing in Afghanistan for a humanitarian ceasefire between the government and Taliban fighters And although fighting in Libya has escalated declarations made Thursday present a glimpse of hope that a cessation of hostilities remains possible I believe there is an opportunity for peace in Yemen upheld Guterres citing that all parties supported his appeal Saudi Arabia has declared a temporary unilateral ceasefire with the UN engaging with all actors to make it permanent to restart the political process towards lasting peace Pointing out that the first two COVID19 deaths were registered there on Wednesday he said It is time to recognize that the Yemeni people have suffered too much All our efforts depend on strong political backing stressed the UN chief sharing his hope the Security Council would be able to find unity and adopt decisions that can help to make ceasefires meaningful and real The most vulnerable The secretarygeneral also spoke to the press about the needs of people most vulnerable to the economic meltdown The International Labour Organization ILO reported this week that the global workforce will be hit with the equivalent of the loss of more than 300 million jobs he said adding that millions of children risk missing lifesaving vaccines and that those officially living in poverty could rise by around 500 million the first increase in three decades Underscoring the massive and urgent support needed for developing countries he echoed his call for a worldwide relief package of at least 10 percent of the global economy is output He acknowledged steps taken by the International Monetary Fund IMF 123 billion in emergency financing the World Bank with 160 billion of extra financing and the G20 leading economies which have agreed to suspend debt service payments for the poorest countries but added even this is not enough The debt moratorium must be extended to all developing countries that are unable to service their debt including several middleincome countries followed by targeted debt relief to prevent defaults leading to prolonged financial and economic criseshe spelled out A better recovery Guterres maintained that a smart recovery from COVID19 would help steer the world onto a safer healthier more sustainable and inclusive path but that it was critical to address the fragilities Inequalities social protection gaps and gender equality must be front and center to build resilience to future shocks And recovery needs to go handinhand with climate action The SecretaryGeneral called on governments to ensure that revitalized spending accelerate the decarbonization of all aspects of our economy and privilege the creation of green jobs He also stressed that taxpayers money not be used to subsidize fossil fuels or bail out carbonintensive industries a price should be placed on carbon and public funds be invested in a future where financial institutions and investors take climate risks fully into account Our template remains the Sustainable Development Goals SDGs and Paris Agreement on climate change concluded the UN chief UN News SecretaryGeneral António Guterres holds a virtual press briefing from UN headquarters doing the COVID19 pandemic courtesy photo
20200318_SA_AsharqAlawsat_NEXIS691444.txt,Raw text/SAClean/20200318_SA_AsharqAlawsat_NEXIS691444.txt,SA,AsharqAlawsat,20200318,5,Wartorn Libya is largely divided between forces backing the Government of National Accord GNA pictured March 15 2020 and those of easternbased military commander Khalifa Haftar who backs a rival administration in the country is east AFP The United Nations and nine countries on Tuesday called on Libya is warring parties to cease hostilities to allow health authorities to fight against the new coronavirus In a joint statement the ambassadors of Algeria France Germany Italy the Netherlands Britain and the United states as well as the European Union delegation to Libya and the governments of Tunisia and the United Arab Emirates called for a humanitarian truce They called on the warring parties to declare an immediate humanitarian cessation of hostilities to allow local authorities to respond to the unprecedented public health challenge posed by COVID19 The United Nations Support Mission in Libya joined the call urging asking all parties to join forces immediately before it is too late to face this overwhelming fastspreading threat Wartorn Libya is largely divided between forces backing the Government of National Accord GNA and those of easternbased military commander Khalifa Haftar who backs a rival administration in the country is east To date no cases of COVID19 have been reported by either adminstration but experts fear an outbreak could be catastrophic due to the country is degraded health system A fragile truce entered into force on January 12 but there have been repeated violations After closing schools last week the GNA said on Monday it was closing land borders and halting flights in the west of the country to keep out the virus In the east borders remain open with Egypt which has reported 166 cases of COVID19
20200613_SA_SaudiGazette_GDELT101012.txt,Raw text/SAClean/20200613_SA_SaudiGazette_GDELT101012.txt,SA,SaudiGazette,20200613,7,966 12 676 0000 Ext2403 2405 5557 email sgmarketingsaudigazettecomsa GENEVA Children in the heart of the worlds worst humanitarian disaster need help more than ever the UN Childreds Fund UNICEF said on Friday in an appeal for more support to provide basic services in Yemen More than eight million people in the wartorn country nearly half of them children directly depend on the agency for water sanitation and hygiene WASH amid ongoing conflict cholera outbreaks and the COVID19 pandemic However UNICEF reported that its 479 million appeal for Yemen is less than 40 percent funded Unless it receives 30 million by the end of the month WASH operations for four million people will have to be shut down Cashstarved critical services This means UNICEF will not be able to provide fuel to operate water pumping stations or desludge sewage or maintain crumbling water and sanitation infrastructure said Marixie Mercado spokesperson for the agency It means we will not be able to distribute basic family hygiene kits that include soap which is so critical for preventing both cholera and COVID in a context where millions dont have access to handwashing facilities Keeping WASH services up and running is critical particularly as Yemen battles ongoing cholera and diarrhea epidemics More than 137000 cases have been recorded since the beginning of the year nearly a quarter of them among children under five UNICEFs COVID19 response is also underfunded The agency needs 53 million to continue activities that include training and equipping frontline workers on infection and control sustaining essential maternal and child health services and providing health facilities with testing kits oxygen concentrators and personal protection equipment PPE Humanitarian pledges coming in Five years of fighting between Yemeni government forces backed by international allies and rebels known as Houthis have left roughly twothirds of the population or more than 24 million people reliant on aid relief International donors this month announced 135 billion in pledges for the country So far nearly half or 637 million has been paid the UN humanitarian affairs office OCHA said on Friday COVID19 Alarmingly high fatality rate Yemen recorded its first case of COVID19 in April By this week there were more than 560 cases including 130 deaths according to the World Health Organization WHO OCHA described the case fatality rate nearly 25 percent as alarmingly high Reports continue to indicate that many more people are symptomatic and are dying with COVID19like symptoms Yemenis suffering mild and moderate symptoms are only seeking healthcare when they are critically ill probably due to fear of stigma safety concerns and inability to access testing Meanwhile humanitarians continue to scale up COVID19 response Priorities are centered around community engagement campaigns aimed at suppressing virus transmission and on procuring and distributing medical supplies and equipment UN News SaudiGazette SaudiGazette
20200323_SA_ArabNews_NEXIS694581.txt,Raw text/SAClean/20200323_SA_ArabNews_NEXIS694581.txt,SA,ArabNews,20200323,15,Above Iran is Supreme Leader Ayatollah Ali Khamenei delivering a speech on March 22 2020 in Tehran Above Iran is Supreme Leader Ayatollah Ali Khamenei delivering a speech on March 22 2020 in Tehran Short Url Since the US withdrew from the nuclear deal and the White House implemented its maximum pressure strategy Iran has experienced rapidly worsening socioeconomic conditions as well as multiple other crises The outbreak of the coronavirus adds another dimension to the situation facing Iran and has led to the country deteriorating rapidly over the last few weeks aggravating the misery of the Iranian people From a humanitarian perspective some Gulf states have offered aid to Iran But the virus has spread while Tehran is still dealing with unprecedented crises Facing popular discontent due to the deteriorating socioeconomic conditions late last year the government launched an intense crackdown leading to mass arrests and deaths And the coronavirus has cast a dark cloud over the country while the government is still struggling to deal with tightening US sanctions and the dent to its regional plans in the aftermath of the death of Qassem Soleimani One of the primary problems facing the government is that it is now in uncharted territory It is skilled in politicizing crises to divert public attention and maintain its rapidly eroding legitimacy but the coronavirus has left the government in deep trouble as it has struggled to provide an adequate response The regime is efforts to exploit the coronavirus crisis with its customary claims conspiracy theories and propaganda have fallen flat Indeed the coronavirus crisis has exposed the unprecedented depth of the regime is problems This being the case if the regime looks at the vast dimensions of its crisis or crises it will find no better opportunity than the present to reconsider its policies and behavior at home and overseas if it wishes to pull back from the brink of disaster It is illogical for the world to help Iran in overcoming the coronavirus crisis which poses a severe threat to the country while Tehran insists on continuing its hostile behavior and malign plans It is also irrational that countries close their borders to contain the coronavirus while Iran is regime continues to send its soldiers and proxies across the region to fight and spread sectarian hate and chaos under the guise of exporting the revolution The coronavirus crisis has exposed the unprecedented depth of the regime is problems Dr Mohammed AlSulami It should be emphasized that the whole world including Iran is Gulf neighbors wish to help the country For this reason Kuwait and the UAE consistent with the principles of cooperation and neighborliness that these countries are committed to upholding offered aid to help Iran in overcoming the coronavirus crisis Iran is regime should help itself too This period provides a golden opportunity for the leadership to rethink and remember that any policy or plan that does not have popular support is ultimately doomed to failure Similarly any scheme to export hostility to the outside world is also destined for failure The experience of the past 40 years proves that the Iranian regime has tightened the noose around the country is neck and placed its own people under the guillotine of blockade and isolation regressive steps that leave it lagging behind the rest of the world The killing of Soleimani had provided Iran with an excellent opportunity to reconsider its antagonistic behavior in the region Likewise the coronavirus crisis also offers Iran an opportunity to extend a hand of friendship to all its neighbors and to demonstrate that it has the goodwill and ability to cooperate with others The Iranian people would support the government in pursuing a more positive and cooperative policy with neighboring countries and such a policy could revive the government is legitimacy in the eyes of the public The regime is usual policy of resorting to manipulation and deception is no longer logical or acceptable under the current circumstances Many regional countries have collapsed due to Iranian interference leaving them unable to combat a threat like the coronavirus There is no doubt that the international community expects Iran to change its behavior and the global spread of the coronavirus provides an apt opportunity for it to end its isolation and forge relationships to counter this threat to humanity Contrary to the Iranian media is propaganda nobody in the world wants to topple the regime or objects to Iran is position as a normal state in the region Iran is leaders should view the world without wearing their narrow ideological spectacles that have created a mindset that is not aligned with reality The current policies pursued by Iran is leaders have failed to integrate the country into the region The Gulf states are keen to ensure that the Iranian people are able to overcome the current coronavirus crisis For this reason they have extended their hand to the Iranian regime despite all its excesses aggressive practices and antagonistic policies In return Iran is expected to show goodwill and to understand that the solution to its crisis lies in reestablishing positive relations with neighboring states on the basis of cooperation neighborliness mutual respect and ceasing hostility Any such change in behavior would serve the vital interests of the entire region and would be critical for Iran in particular especially given the extensive crises it faces at home and overseas with the coronavirus now threatening to further erode the legitimacy of the regime leading to its possible collapse if it is not managed well Dr Mohammed AlSulami is Head of the International Institute for Iranian Studies Rasanah Twitter mohalsulami Disclaimer Views expressed by writers in this section are their own and do not necessarily reflect Arab News pointofview
20200304_SA_ArabNews_NEXIS694526.txt,Raw text/SAClean/20200304_SA_ArabNews_NEXIS694526.txt,SA,ArabNews,20200304,9,An employee from a disinfection service company sanitises the floor of a market in Seoul South Korea Short Url SEOUL South Korea on Wednesday earmarked 98 billion to fight the coronavirus outbreak as the number of infections soared to 5621 badly hitting the country is economy Authorities reported 293 new cases on Wednesday alone with the death toll from the virus hitting 34 Nearly 90 percent of the COVID19 infections were diagnosed in the southeastern city of Daegu where the coronavirus in South Korea was first recorded and nearby towns And the number of confirmed cases in the east Asian nation was expected to rise even more with the country is Ministry of Health and Welfare awaiting the test results of 28000 people Daegu is in a very difficult situation said South Korean Prime Minister Chung Syekyun who has set up an ad hoc office in the city We can win this war against COVID19 when we all fight together More than 4000 people have tested positive in Daegu alone and some 770 in nearby North Gyeongsang province Most of the cases in Daegu are linked to the Shincheonji Church of Jesus religious group On Tuesday South Korean President Moon Jaein vowed an allout campaign against the outbreak ordering all government agencies to be on 24hour emergency alert The crisis in Daegu and North Gyeongsang province reached its peak and the whole country has entered a war against the infectious disease Moon said apologizing for a shortage of face masks as public anger against his administration grew over its handling of the outbreak With South Koreans queuing outside retail stores and pharmacies to buy masks and hospitals struggling to find beds for patients an online petition for the impeachment of the humanitarian lawyerturnedpresident had on Wednesday attracted nearly 15 million signatures Petitioners have also criticized the government is failure to impose a complete ban on visitors from China where the coronavirus originated The government is 98 billion supplementary budget plan is aimed at mitigating the impact of the largest outbreak of the virus outside China as efforts to contain the disease worsen supply disruptions The country is largestever supplementary budget in response to a contagious disease is now subject to approval by the National Assembly The South Korean military has deployed thousands of doctors and medical staff to assist at civilian hospitals In a bid to find and isolate infected people 48 drivethrough testing centers have been set up by the government where people can be examined without getting out of their cars to limit the chances of infection More than 90 countries and territories have now imposed entry restrictions or stricter quarantine procedures on travelers from South Korea over coronavirus concerns Among them Qatar began to enforce an entry ban from Monday on foreigners with a record of visits to South Korea China Iran Italy or Egypt over the past month Five other countries the Maldives Vietnam Japan Fiji and the Philippines were barring entry to anyone who had been to Daegu or its nearby towns Several other countries and some Chinese provinces were imposing a mandatory 14day quarantine for travelers from South Korea I spoke to a number of foreign counterparts and they told me the measures were taken because they had lax quarantine systems and these really have nothing to do with the relations with South Korea Foreign Minister Kang Kyungwha told a parliamentary session Kang said she had spoken on the phone with her counterparts from India Iraq Indonesia and El Salvador to call for the easing of their travel restrictions on South Koreans The US has yet to implement entry restrictions but American President Donald Trump said on Tuesday that Washington was looking closely at South Korea over the coronavirus outbreak and would decide whether to impose travel restrictions on its Asian ally at the right time Meanwhile the South Korean foreign ministry is to send three rapid response teams to Vietnam this week to help some 270 Korean nationals who have been quarantined there
20200507_SA_SaudiGazette_NEXIS703122.txt,Raw text/SAClean/20200507_SA_SaudiGazette_NEXIS703122.txt,SA,SaudiGazette,20200507,16,Health staff from the Shaboura Health Center in Rafah Gaza run by UN relief agency UNRWA deliver medications directly to elderly Palestine refugees in the wake of COVID19 so reduce their chances of exposure Jirjus works with other volunteers to hang posters providing important instructions on how to protect against the coronavirus as part of a campaign in the city of Qamishly northeast Syria GENEVA Since the start of the month an average of 80000 cases of COVID19 have been reported each day to the World Health Organization WHO the agency is chief told journalists listening in to his virtual press conference on Wednesday But these are not just numbers every single case is a mother a father a son a daughter a brother sister or friend said WHO is DirectorGeneral Tedros Adhanom Ghebreyesus The global caseload for COVID19 has surpassed 35 million with nearly 250000 deaths Although numbers are declining in Western Europe WHO said more cases are being reported every day from Eastern Europe Africa Southeast Asia the Eastern Mediterranean and the Americas However even within regions and within countries there are divergent trends the agency added The dilemma of rising caseloads While some countries are reporting an increase in COVID19 cases over time many have seen caseloads rise because they have ramped up testing WHO officials said in response to a journalist is question It is not good in terms of seeing cases in terms of transmission but I do not want to equate that with something being wrong said Dr Maria van Kerkhove of WHO is Emerging Diseases and Zoonoses Unit I want to equate that with countries are working very hard to increase their ability to find the virus to find people with the virus to have testing in place to identify who has COVID19 andputting into place what they need to do to care for those patients Her colleague Dr Michael Ryan added that it is difficult to determine whether the situation in any region is improving or not though countries with existing humanitarian crises are a concern such as Afghanistan Sudan Syria Yemen and Haiti We need to focus on ensuring that the most vulnerable people in the world get prioritized assistance in this response said Dr Ryan WHO is executive director Return to lockdown risk very real With more countries considering easing restrictions implemented to curb the spread of the new coronavirus WHO has again reminded authorities of the need to maintain vigilance The risk of returning to lockdown remains very real if countries do not manage the transition extremely carefully and in a phased approach Tedros warned He urged countries to consider the UN agency is six criteria for lifting stayathome measures That advice includes ensuring surveillance is strong cases are declining and transmission is controlled Health systems also must be able to detect isolate test and treat cases and to trace all contacts Additionally the risk of outbreak in settings such as health facilities and nursing homes needs to be minimized while schools workplaces and other public locations should have preventive measures in place Countries must also be able to manage any risk of the disease being imported into their territories and communities should be fully educated to adjust to what will be a new norm No going back to business as usual As countries press forward in the common fight against COVID19 Tedros said they should also lay the groundwork for resilient health systems globally The COVID19 pandemic will eventually recede but there can be no going back to business as usual he stated We cannot continue to rush to fund panic but let preparedness go by the wayside Tedros said the crisis has highlighted the importance of strong national health systems as the foundation of global health security not only against pandemics but also against the multitude of health threats that people across the world face every day If we learn anything from COVID19 it must be that investing in health now will save lives later he said While the world currently spends around 75 trillion on health annually WHO believes the best investments are in promoting health and preventing disease Said Tedros Prevention is not only better than cure it is cheaper and the smartest thing to do Contracttracing apps useful but inperson better Contact tracing remains a fundamental tool in controlling COVID19 but mobile apps for this task cannot take the place of public health staff Instead apps can supplement the work carried out by epidemiologists volunteers and others to identify people who have been in contact with someone who has had the disease What is important about the people that do this is that we need to find cases through personal interaction and through interviews all done physically distanced of course said Dr van Kerkhove The apps can help but they do not replace people who need to do that contact tracing Dr Ryan added that several countries and private sector consortiums have developed a variety of apps Some provide information on COVID19 so that people can check their symptoms to determine taking further action Meanwhile mobility tracking apps are helping to narrow down the number of contacts They are also being used for modeling and predicting the likely trajectory of the disease Obviously countries have to take very good care of the fact that tracking people is location needs to be done for the sole purpose of COVID19 response he said Dr Ryan added that WHO is working with developers across the world on apps that countries can adapt for their own use UN News Health staff from the Shaboura Health Center in Rafah Gaza run by UN relief agency UNRWA deliver medications directly to elderly Palestine refugees in the wake of COVID19 so reduce their chances of exposure
20200612_SA_ArabNews_GDELT204953.txt,Raw text/SAClean/20200612_SA_ArabNews_GDELT204953.txt,SA,ArabNews,20200612,12,DUBAI Coronavirus death rate is increasing in Yemens Sanaa the international humanitarian group Doctors Without Borders MSF said contrary to what the Houthi militants have been claiming Houthi militants who control the area have only confirmed four coronavirus cases and one death international Arabic newspaper Asharq AlAwsat reported on Friday Its most evident in the intensive care unit in Sanaa which has 15 beds and has been full most of the time for the last four weeks and where the team have witnessed a high rate of deaths MSF said in a statement There has been a strange mixture of fear and denial about the virus here MSFs Yemen mission head Clair HaDuong added MSF warned that the coronavirus is spreading across Yemen while HaDuong explained that many people do not want to believe the virus can reach the country or admit it is already spreading Five years of fighting had caused Yemens healthcare system to collapse in large parts Now COVID19 has made that collapse complete with many hospitals closing for fear of the virus she added HaDuong said the virus can kill many people in Yemen but more people might die due to a lack of appropriate healthcare She called on local authorities to cooperate with international organizations like MSF to help address the situation They need to ensure the entry of medical supplies and international staff to reinforce teams on the ground HaDuong said On Thursday Yemens Minister of Public Health and Population Nasser Baaum said nearly 30 million Yemenis face the risk of coronavirus malaria dengue fever cholera typhoid and chikungunya The country has a limited number of medical equipment he explained The government is working hard to provide medicine and medical equipment in cooperation with international organizations and a number of regional and international partners he said adding that despite having medical experts Yemen lacked financial support and equipment Houthis continue to hide coronavirus related figures and obstruct humanitarian aid despite governmental calls for transparency Baaum said Earlier this month the countrys Information Minister Muammar AlIryani said Houthis are leaving thousands of Yemeni COVID19 patients in Sanaa and other areas under their control to die of the disease Yemeni citizens who have the virus or are suspected of having it are staying at home out of fear they will be killed in hospital by lethal injections administered by Houthis he added
20200719_SA_AsharqAlawsat_GDELT179769.txt,Raw text/SAClean/20200719_SA_AsharqAlawsat_GDELT179769.txt,SA,AsharqAlawsat,20200719,5,More than 200000 thousand seafarers are stranded on ships worldwide because of coronavirus border closures and lockdown AFP Indian ship worker Tejasvi Duseja is desperate to go home after months stranded offshore by coronavirus border closures and lockdowns that have left more than 200000 seafarers in limbo From engineers on cargo ships to waiters on luxury cruise liners oceanbased workers around the world have been caught up in what the United Nations warns is a growing humanitarian crisis that has been blamed for several suicides Many have been trapped on vessels for months after their tours were supposed to end as travel restrictions disrupted normal crew rotations Mentally I am just done with it but Im still holding up because I have no other option Duseja 27 told AFP via WhatsApp and Facebook Messenger in late June as the Indianowned cargo vessel he works on floated near Malaysia Duseja one of roughly 30000 Indian workers unable to leave their ships had extended his sevenmonth contract a few months before the pandemic struck The last time I stepped off from this 200meter 650foot ship was in February he said Seafarers typically work for six to eight months at a stretch before disembarking and flying back to their home countries with new crews taking their place But as the deadly virus whipped around the world and paralyzed international travel that was suddenly impossible Underscoring the growing urgency of the situation more than a dozen countries at a UKhosted International Maritime Summit this month vowed to recognize seafarers as key workers to help them get home Philippine luxury cruise ship technician Cherokee Capajo spent nearly four months on ships without setting foot on land due to virus shutdowns The 31yearold had barely heard of COVID19 when he boarded the Carnival Ecstasy in Florida in late January Soon a number of Carnivalowned cruise ships were stricken with severe outbreaks including the Diamond Princess in Japan After the Ecstasy passengers disembarked in Jacksonville on March 14 Capajo and his colleagues were forced to stay on board for the next seven weeks Finally on May 2 the ship sailed to the Bahamas where Capajo says he and 1200 crew members were transferred to another boat that took them to Jakarta before arriving in Manila Bay on June 29 He wanted to kiss the ground when he came ashore nearly two weeks later after finishing quarantine This could probably be the hardest part of my experience as a seaman because you are not sure what will happen every day Capajo told AFP via Facebook Messenger last week as he endured a second quarantine near his hometown in the central Philippines You worry if you will ever come back home how long will you be stuck on the ship It is difficult It is really sad Filipinos account for around a quarter of the world is seafarers About 80000 of them are stranded because of the pandemic according to Philippine authorities The ordeal has taken a toll on the mental health of many seafarers with reports of some taking their own lives In one case a Filipino worker died of apparent selfharm on the cruise ship Scarlet Lady as it anchored off Florida in May according to the US Coast Guard Shipping industry groups have expressed their concerns about suicide and selfharm among workers in a joint letter to UN SecretaryGeneral Antonio Guterres who said last month some seafarers have been marooned at sea for 15 months An International Labour Organization ILO convention widely known as the Seafarers Bill of Rights limits a worker is single tour of duty to less than 12 months The strain is also being felt by families waiting at home Priyamvada Basanth said she did not know when she would see her husband who has been at sea for eight months on a ship owned by a Hong Kong company The government is not even doing anything said Basanth from the southern Indian port of Kochi I just want him to come home Lala Tolentino who runs the Philippine office for a UKbased seafarers support group said they had been swamped by hundreds of pleas for help from stranded workers since March They want to know what will happen to them where they are going Will they be able to get off their ships she told AFP Many of those stuck onboard completed their tours more than four months ago and were exhausted the ILO said last month For Duseja who comes from the northern Indian city of Dehradun at the foothills of the Himalayas the end of his ordeal is in sight Im still on the ship he told AFP in a WhatsApp message last week But mentally I am feeling slightly better because I have been told that Im finally getting off the ship midAugust
20200402_SA_AsharqAlawsat_NEXIS691328.txt,Raw text/SAClean/20200402_SA_AsharqAlawsat_NEXIS691328.txt,SA,AsharqAlawsat,20200402,3,The Permanent Representative of Saudi Arabia to the United Nations Abdallah AlMouallimi Saudi Arabia filed a complaint at the United Nations Security Council against Houthis The Kingdom asked the UNSC to carry out its responsibility in preventing Iranbacked Houthi militias from increasing regional and international tension Saudi Arabia also stressed that it reserves the right to take all necessary measures to protect its territory and citizens in the wake of the recent Houthi terrorist attack that targeted civilians and civilian facilities in the Kingdom Houthi militia had recently fired two ballistic missiles targeting Riyadh and Jazan In a letter sent to UN Chief António Guterres the Permanent Representative of Saudi Arabia to the United Nations Abdallah AlMouallimi reported the Houthi ballistic missile attack which took place on March 28 2020 This terrorist attack constitutes a serious threat to current efforts exerted by the United Nations in order to reduce tensions in Yemen particularly in light of difficult circumstances in which the world is united in fighting the COVID19 pandemic AlMouallimi said Speaking more about the attack he said it proves that Houthis are not serious about committing to a ceasefire to deescalate tensions and find a comprehensive solution for Yemen Accordingly AlMouallimi urged the UNSC to fulfill its responsibility in preventing the Iranianbacked Houthi militia from increasing regional and international tensions In other news UN Special Envoy for Yemen Martin Griffiths met with the Yemeni Women is Technical Advisory Group TAG in a video conference over the internet During the meeting Griffiths consulted with the TAG members on how to resume the political process as soon as possible to end the war The TAG was also briefed on his engagement with the parties to work out the specifics of how to translate their stated commitments to end hostilities into a tangible reality The TAG members and Griffiths discussed as well a number of economic and humanitarian measures that would alleviate the suffering of Yemeni people build confidence between the parties and enhance Yemen is capacity to respond to the threat of a COVID19 outbreak including the release of all conflictrelated prisoners and detainees The high risk of a COVID19 outbreak in Yemen alongside continued military escalation poses potentially catastrophic consequences for the men women and children of Yemen Griffiths said We must move urgently towards an end of the war not only because it is imperative for an adequate response to the pandemic but because this is what Yemenis demanded clearly and publicly he added Griffiths thanked the TAG members and all Yemeni women is groups and networks for their support to the peace process and their vital advocacy to end the war
